level,out
0,0.000
1,0.000
2,0.000
3,1.000
4,1.000
5,2.000
6,2.000
7,3.000
8,3.000
9,4.000
10,4.000
11,5.000
12,5.000
13,6.000
14,6.000
15,7.000
16,7.000
17,8.000
18,8.000
19,9.000
20,9.000
21,10.000
22,10.000
23,11.000
24,11.000
25,12.000
26,12.000
27,13.000
28,13.000
29,14.000
30,14.000
31,15.000
32,16.000
33,16.000
34,17.000
35,17.000
36,18.000
37,19.000
38,19.000
39,20.000
40,20.000
41,21.000
42,22.000
43,22.000
44,23.000
45,24.000
46,24.000
47,25.000
48,26.000
49,27.000
50,27.000
51,28.000
52,29.000
53,29.000
54,30.000
55,31.000
56,32.000
57,33.000
58,33.000
59,34.000
60,35.000
61,36.000
62,37.000
63,38.000
64,39.000
65,39.000
66,40.000
67,41.000
68,42.000
69,43.000
70,44.000
71,45.000
72,46.000
73,47.000
74,48.000
75,49.000
76,50.000
77,51.000
78,52.000
79,53.000
80,54.000
81,55.000
82,57.000
83,58.000
84,59.000
85,60.000
86,61.000
87,62.000
88,63.000
89,65.000
90,66.000
91,67.000
92,68.000
93,70.000
94,71.000
95,72.000
96,74.000
97,75.000
98,76.000
99,78.000
100,79.000
101,80.000
102,82.000
103,83.000
104,85.000
105,86.000
106,88.000
107,89.000
108,90.000
109,92.000
110,93.000
111,95.000
112,96.000
113,98.000
114,99.000
115,101.000
116,102.000
117,104.000
118,106.000
119,107.000
120,109.000
121,110.000
122,112.000
123,113.000
124,115.000
125,116.000
126,118.000
127,120.000
128,121.000
129,123.000
130,124.000
131,126.000
132,127.000
133,129.000
134,130.000
135,132.000
136,133.000
137,135.000
138,137.000
139,138.000
140,140.000
141,141.000
142,143.000
143,144.000
144,146.000
145,147.000
146,149.000
147,150.000
148,152.000
149,153.000
150,154.000
151,156.000
152,157.000
153,159.000
154,160.000
155,162.000
156,163.000
157,164.000
158,166.000
159,167.000
160,168.000
161,170.000
162,171.000
163,172.000
164,173.000
165,175.000
166,176.000
167,177.000
168,178.000
169,180.000
170,181.000
171,182.000
172,183.000
173,184.000
174,186.000
175,187.000
176,188.000
177,189.000
178,190.000
179,191.000
180,192.000
181,193.000
182,194.000
183,195.000
184,197.000
185,198.000
186,199.000
187,200.000
188,201.000
189,202.000
190,203.000
191,204.000
192,205.000
193,206.000
194,207.000
195,208.000
196,208.000
197,209.000
198,210.000
199,211.000
200,212.000
201,213.000
202,214.000
203,215.000
204,216.000
205,217.000
206,218.000
207,218.000
208,219.000
209,220.000
210,221.000
211,222.000
212,223.000
213,224.000
214,224.000
215,225.000
216,226.000
217,227.000
218,228.000
219,228.000
220,229.000
221,230.000
222,231.000
223,232.000
224,232.000
225,233.000
226,234.000
227,235.000
228,236.000
229,236.000
230,237.000
231,238.000
232,239.000
233,239.000
234,240.000
235,241.000
236,242.000
237,242.000
238,243.000
239,244.000
240,245.000
241,245.000
242,246.000
243,247.000
244,247.000
245,248.000
246,249.000
247,250.000
248,250.000
249,251.000
250,252.000
251,253.000
252,253.000
253,254.000
254,255.000
255,255.000
